Longitude (degrees),Latitude (degrees),Altitude (feet),UTC time,True airspeed (m s-1),Mach Number,Aircraft mass (kg),Fuel mass flow rate (kg s-1),Overall propulsion efficiency,nvPM number emissions index (kg-1),ICAO Aircraft Type,Wingspan (m),Altitude (m),time
-28.842,59.709,36000,1672536180,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:23:00
-29.1,59.774,36000,1672536240,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:24:00
-29.359,59.838,36000,1672536300,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:25:00
-29.619,59.901,36000,1672536360,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:26:00
-29.88,59.964,36000,1672536420,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:27:00
-30.0,60.0,36000,1672536480,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:28:00
-30.266,60.037,36000,1672536540,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:29:00
-30.533,60.073,36000,1672536600,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:30:00
-30.8,60.109,36000,1672536660,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:31:00
-31.068,60.145,36000,1672536720,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:32:00
-31.337,60.179,36000,1672536780,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:33:00
-31.606,60.214,36000,1672536840,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:34:00
-31.876,60.247,36000,1672536900,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:35:00
-32.146,60.28,36000,1672536960,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:36:00
-32.416,60.313,36000,1672537020,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:37:00
-32.688,60.345,36000,1672537080,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:38:00
-32.96,60.377,36000,1672537140,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:39:00
-33.232,60.408,36000,1672537200,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:40:00
-33.505,60.438,36000,1672537260,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:41:00
-33.778,60.468,36000,1672537320,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:42:00
-34.052,60.497,36000,1672537380,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:43:00
-34.326,60.526,36000,1672537440,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:44:00
-34.601,60.554,36000,1672537500,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:45:00
-34.876,60.581,36000,1672537560,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:46:00
-35.152,60.608,36000,1672537620,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:47:00
-35.428,60.635,36000,1672537680,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:48:00
-35.705,60.661,36000,1672537740,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:49:00
-35.982,60.686,36000,1672537800,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:50:00
-36.259,60.711,36000,1672537860,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:51:00
-36.537,60.735,36000,1672537920,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:52:00
-36.816,60.758,36000,1672537980,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:53:00
-37.094,60.781,36000,1672538040,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:54:00
-37.374,60.804,36000,1672538100,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:55:00
-37.653,60.826,36000,1672538160,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:56:00
-37.933,60.847,36000,1672538220,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:57:00
-38.213,60.867,36000,1672538280,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:58:00
-38.494,60.888,36000,1672538340,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 01:59:00
-38.775,60.907,36000,1672538400,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:00:00
-39.056,60.926,36000,1672538460,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:01:00
-39.338,60.944,36000,1672538520,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:02:00
-39.62,60.962,36000,1672538580,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:03:00
-40.0,61.0,36000,1672538640,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:04:00
-40.272,61.01,36000,1672538700,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:05:00
-40.544,61.019,36000,1672538760,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:06:00
-40.816,61.027,36000,1672538820,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:07:00
-41.088,61.035,36000,1672538880,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:08:00
-41.36,61.043,36000,1672538940,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:09:00
-41.633,61.05,36000,1672539000,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:10:00
-41.906,61.056,36000,1672539060,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:11:00
-42.178,61.062,36000,1672539120,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:12:00
-42.451,61.067,36000,1672539180,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:13:00
-42.724,61.072,36000,1672539240,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:14:00
-42.997,61.076,36000,1672539300,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:15:00
-43.27,61.079,36000,1672539360,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:16:00
-43.543,61.082,36000,1672539420,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:17:00
-43.816,61.085,36000,1672539480,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:18:00
-44.089,61.087,36000,1672539540,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:19:00
-44.363,61.088,36000,1672539600,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:20:00
-44.636,61.089,36000,1672539660,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:21:00
-44.909,61.089,36000,1672539720,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:22:00
-45.182,61.089,36000,1672539780,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:23:00
-45.456,61.088,36000,1672539840,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:24:00
-45.729,61.087,36000,1672539900,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:25:00
-46.002,61.085,36000,1672539960,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:26:00
-46.275,61.082,36000,1672540020,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:27:00
-46.548,61.079,36000,1672540080,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:28:00
-46.821,61.076,36000,1672540140,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:29:00
-47.094,61.072,36000,1672540200,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:30:00
-47.367,61.067,36000,1672540260,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:31:00
-47.64,61.062,36000,1672540320,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:32:00
-47.913,61.056,36000,1672540380,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:33:00
-48.185,61.05,36000,1672540440,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:34:00
-48.458,61.043,36000,1672540500,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:35:00
-48.73,61.035,36000,1672540560,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:36:00
-49.002,61.027,36000,1672540620,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:37:00
-49.274,61.019,36000,1672540680,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:38:00
-49.546,61.01,36000,1672540740,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:39:00
-49.818,61.0,36000,1672540800,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:40:00
-50.0,61.0,36000,1672540860,237,0.7883658345844705,152281.72,1.36986,0.3,247044764536719.38,B767,47.25,10700,2023-01-01 02:41:00
