Longitude (degrees),Latitude (degrees),Altitude (feet),UTC time,True airspeed (m s-1),Mach Number,Aircraft mass (kg),Fuel mass flow rate (kg s-1),Overall propulsion efficiency,nvPM number emissions index (kg-1),ICAO Aircraft Type,Wingspan (m),Altitude (m),time
-17.463,55,36000,1672533300,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 00:35:00
-17.69,55,36000,1672533360,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 00:36:00
-17.918,55,36000,1672533420,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 00:37:00
-18.146,55,36000,1672533480,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 00:38:00
-18.375,55,36000,1672533540,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 00:39:00
-18.604,55,36000,1672533600,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 00:40:00
-18.834,55,36000,1672533660,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 00:41:00
-19.064,55,36000,1672533720,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 00:42:00
-19.295,55,36000,1672533780,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 00:43:00
-19.526,55,36000,1672533840,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 00:44:00
-19.758,55,36000,1672533900,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 00:45:00
-20.0,55,36000,1672533960,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 00:46:00
-20.221,55,36000,1672534020,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 00:47:00
-20.444,55,36000,1672534080,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 00:48:00
-20.667,55,36000,1672534140,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 00:49:00
-20.891,55,36000,1672534200,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 00:50:00
-21.116,55,36000,1672534260,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 00:51:00
-21.342,55,36000,1672534320,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 00:52:00
-21.569,55,36000,1672534380,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 00:53:00
-21.797,55,36000,1672534440,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 00:54:00
-22.026,55,36000,1672534500,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 00:55:00
-22.256,55,36000,1672534560,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 00:56:00
-22.487,55,36000,1672534620,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 00:57:00
-22.719,55,36000,1672534680,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 00:58:00
-22.952,55,36000,1672534740,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 00:59:00
-23.186,55,36000,1672534800,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:00:00
-23.421,55,36000,1672534860,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:01:00
-23.657,55,36000,1672534920,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:02:00
-23.894,55,36000,1672534980,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:03:00
-24.132,55,36000,1672535040,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:04:00
-24.371,55,36000,1672535100,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:05:00
-24.611,55,36000,1672535160,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:06:00
-24.852,55,36000,1672535220,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:07:00
-25.094,55,36000,1672535280,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:08:00
-25.337,55,36000,1672535340,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:09:00
-25.581,55,36000,1672535400,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:10:00
-25.825,55,36000,1672535460,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:11:00
-26.071,55,36000,1672535520,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:12:00
-26.318,55,36000,1672535580,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:13:00
-26.566,55,36000,1672535640,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:14:00
-26.815,55,36000,1672535700,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:15:00
-27.065,55,36000,1672535760,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:16:00
-27.316,55,36000,1672535820,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:17:00
-27.568,55,36000,1672535880,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:18:00
-27.821,55,36000,1672535940,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:19:00
-28.075,55,36000,1672536000,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:20:00
-28.329,55,36000,1672536060,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:21:00
-28.585,55,36000,1672536120,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:22:00
-28.842,55,36000,1672536180,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:23:00
-29.1,55,36000,1672536240,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:24:00
-29.359,55,36000,1672536300,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:25:00
-29.619,55,36000,1672536360,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:26:00
-29.88,55,36000,1672536420,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:27:00
-30.0,55,36000,1672536480,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:28:00
-30.266,55,36000,1672536540,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:29:00
-30.533,55,36000,1672536600,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:30:00
-30.8,55,36000,1672536660,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:31:00
-31.068,55,36000,1672536720,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:32:00
-31.337,55,36000,1672536780,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:33:00
-31.606,55,36000,1672536840,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:34:00
-31.876,55,36000,1672536900,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:35:00
-32.146,55,36000,1672536960,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:36:00
-32.416,55,36000,1672537020,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:37:00
-32.688,55,36000,1672537080,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:38:00
-32.96,55,36000,1672537140,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:39:00
-33.232,55,36000,1672537200,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:40:00
-33.505,55,36000,1672537260,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:41:00
-33.778,55,36000,1672537320,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:42:00
-34.052,55,36000,1672537380,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:43:00
-34.326,55,36000,1672537440,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:44:00
-34.601,55,36000,1672537500,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:45:00
-34.876,55,36000,1672537560,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:46:00
-35.152,55,36000,1672537620,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:47:00
-35.428,55,36000,1672537680,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:48:00
-35.705,55,36000,1672537740,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:49:00
-35.982,55,36000,1672537800,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:50:00
-36.259,55,36000,1672537860,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:51:00
-36.537,55,36000,1672537920,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:52:00
-36.816,55,36000,1672537980,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:53:00
-37.094,55,36000,1672538040,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:54:00
-37.374,55,36000,1672538100,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:55:00
-37.653,55,36000,1672538160,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:56:00
-37.933,55,36000,1672538220,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:57:00
-38.213,55,36000,1672538280,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:58:00
-38.494,55,36000,1672538340,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 01:59:00
-38.775,55,36000,1672538400,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:00:00
-39.056,55,36000,1672538460,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:01:00
-39.338,55,36000,1672538520,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:02:00
-39.62,55,36000,1672538580,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:03:00
-40.0,55,36000,1672538640,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:04:00
-40.272,55,36000,1672538700,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:05:00
-40.544,55,36000,1672538760,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:06:00
-40.816,55,36000,1672538820,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:07:00
-41.088,55,36000,1672538880,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:08:00
-41.36,55,36000,1672538940,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:09:00
-41.633,55,36000,1672539000,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:10:00
-41.906,55,36000,1672539060,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:11:00
-42.178,55,36000,1672539120,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:12:00
-42.451,55,36000,1672539180,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:13:00
-42.724,55,36000,1672539240,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:14:00
-42.997,55,36000,1672539300,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:15:00
-43.27,55,36000,1672539360,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:16:00
-43.543,55,36000,1672539420,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:17:00
-43.816,55,36000,1672539480,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:18:00
-44.089,55,36000,1672539540,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:19:00
-44.363,55,36000,1672539600,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:20:00
-44.636,55,36000,1672539660,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:21:00
-44.909,55,36000,1672539720,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:22:00
-45.182,55,36000,1672539780,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:23:00
-45.456,55,36000,1672539840,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:24:00
-45.729,55,36000,1672539900,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:25:00
-46.002,55,36000,1672539960,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:26:00
-46.275,55,36000,1672540020,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:27:00
-46.548,55,36000,1672540080,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:28:00
-46.821,55,36000,1672540140,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:29:00
-47.094,55,36000,1672540200,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:30:00
-47.367,55,36000,1672540260,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:31:00
-47.64,55,36000,1672540320,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:32:00
-47.913,55,36000,1672540380,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:33:00
-48.185,55,36000,1672540440,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:34:00
-48.458,55,36000,1672540500,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:35:00
-48.73,55,36000,1672540560,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:36:00
-49.002,55,36000,1672540620,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:37:00
-49.274,55,36000,1672540680,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:38:00
-49.546,55,36000,1672540740,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:39:00
-49.818,55,36000,1672540800,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:40:00
-50.0,55,36000,1672540860,237,0.7883658345844705,152281.72,1.36986,0.3,223597825632015.22,B767,47.25,10700.0,2023-01-01 02:41:00
